team,team_id,url
Sacramento St. Hornets,102,https://hornetsports.com/sports/womens-soccer
Sacred Heart Pioneers,590,https://sacredheartpioneers.com/sports/womens-soccer
Saint Joseph's Hawks,606,https://sjuhawks.com/sports/womens-soccer
Saint Louis Billikens,609,https://slubillikens.com/sports/womens-soccer
Saint Mary's (CA) Gaels,610,https://smcgaels.com/sports/womens-soccer
Saint Peter's Peacocks,617,https://saintpeterspeacocks.com/sports/womens-soccer
Sam Houston Bearkats,624,https://gobearkats.com/sports/womens-soccer
Samford Bulldogs,625,https://samfordsports.com/sports/womens-soccer
San Diego St. Aztecs,626,https://goaztecs.com/sports/womens-soccer
San Diego Toreros,627,https://usdtoreros.com/sports/womens-soccer
San Francisco Dons,629,https://usfdons.com/sports/womens-soccer
San Jose St. Spartans,630,https://sjsuspartans.com/sports/womens-soccer
Santa Clara Broncos,631,https://santaclarabroncos.com/sports/womens-soccer
Seattle U Redhawks,1356,https://goseattleu.com/sports/womens-soccer
Seton Hall Pirates,635,https://shupirates.com/sports/womens-soccer
Siena Saints,639,https://sienasaints.com/sports/womens-soccer
South Alabama Jaguars,646,https://usajaguars.com/sports/womens-soccer
South Carolina Gamecocks,648,https://gamecocksonline.com/sports/wsoc
South Carolina St. Lady Bulldogs,647,https://scsuathletics.com/sports/womens-soccer
South Dakota Coyotes,650,https://goyotes.com/sports/womens-soccer
South Dakota St. Jackrabbits,649,https://gojacks.com/sports/womens-soccer
South Fla. Bulls,651,https://gousfbulls.com/sports/womens-soccer
Southeast Mo. St. Redhawks,654,https://semoredhawks.com/sports/womens-soccer
Southeastern La. Lady Lions,655,https://lionsports.net/sports/womens-soccer
Southern California Trojans,657,https://usctrojans.com/sports/womens-soccer
Southern Ill. Salukis,659,https://siusalukis.com/sports/womens-soccer
Southern Ind. Screaming Eagles,661,https://gousieagles.com/sports/womens-soccer
Southern Miss. Golden Eagles,664,https://southernmiss.com/sports/womens-soccer
Southern U. Lady Jaguars,665,https://gojagsports.com/sports/womens-soccer
Southern Utah Thunderbirds,667,https://suutbirds.com/sports/womens-soccer
St. Bonaventure Bonnies,596,https://gobonnies.com/sports/womens-soccer
St. John's (NY) Red Storm,603,https://redstormsports.com/sports/womens-soccer
St. Thomas (MN) Tommies,620,https://tommiesports.com/sports/wsoc
Stanford Cardinal,674,https://gostanford.com/sports/womens-soccer
Stetson Hatters,678,https://gohatters.com/sports/womens-soccer
Stonehill Skyhawks,682,https://stonehillskyhawks.com/sports/womens-soccer
Stony Brook Seawolves,683,https://stonybrookathletics.com/sports/womens-soccer
Syracuse Orange,688,https://cuse.com/sports/womens-soccer
TCU Horned Frogs,698,https://gofrogs.com/sports/womens-soccer
Tarleton St. Texans,1395,https://tarletonsports.com/sports/wsoc
Temple Owls,690,https://owlsports.com/sports/womens-soccer
Tennessee Tech Golden Eagles,692,https://www.ttusports.com/sports/wsoc
Tennessee Volunteers,694,https://utsports.com/sports/womens-soccer
Texas A&M Aggies,697,https://12thman.com/sports/womens-soccer
Texas Longhorns,703,https://texaslonghorns.com/sports/womens-soccer
Texas Southern Lady Tigers,699,https://tsusports.com/sports/womens-soccer
Texas St. Bobcats,670,https://txstatebobcats.com/sports/womens-soccer
Texas Tech Red Raiders,700,https://texastech.com/sports/womens-soccer
"The Citadel Bulldogs, Cadets",141,https://citadelsports.com/sports/womens-soccer
Toledo Rockets,709,https://utrockets.com/sports/womens-soccer
Towson Tigers,711,https://towsontigers.com/sports/womens-soccer
Troy Trojans,716,https://troytrojans.com/sports/womens-soccer
Tulsa Golden Hurricane,719,https://tulsahurricane.com/sports/womens-soccer
UAB Blazers,9,https://uabsports.com/sports/womens-soccer
UAlbany Great Danes,14,https://ualbanysports.com/sports/womens-soccer
UC Davis Aggies,108,https://ucdavisaggies.com/sports/womens-soccer
UC Irvine Anteaters,109,https://ucirvinesports.com/sports/womens-soccer
UC Riverside Highlanders,111,https://gohighlanders.com/sports/womens-soccer
UC San Diego Tritons,112,https://ucsdtritons.com/sports/womens-soccer
UC Santa Barbara Gauchos,104,https://ucsbgauchos.com/sports/womens-soccer
UCF Knights,128,https://ucfknights.com/sports/womens-soccer
UCLA Bruins,110,https://uclabruins.com/sports/womens-soccer
UConn Huskies,164,https://uconnhuskies.com/sports/womens-soccer
UIC Flames,302,https://uicflames.com/sports/womens-soccer
UIW Cardinals,2743,https://uiwcardinals.com/sports/womens-soccer
ULM Warhawks,498,https://ulmwarhawks.com/sports/womens-soccer
UMBC Retrievers,391,https://umbcretrievers.com/sports/womens-soccer
UMass Lowell River Hawks,368,https://goriverhawks.com/sports/womens-soccer
UNC Asheville Bulldogs,456,https://uncabulldogs.com/sports/womens-soccer
UNC Greensboro Spartans,459,https://uncgspartans.com/sports/womens-soccer
UNCW Seahawks,460,https://uncwsports.com/sports/womens-soccer
UNI Panthers,504,https://unipanthers.com/sports/womens-soccer
UNLV Rebels,465,https://unlvrebels.com/sports/womens-soccer
USC Upstate Spartans,10411,https://upstatespartans.com/sports/womens-soccer
UT Martin Skyhawks,695,https://utmsports.com/sports/womens-soccer
UTEP Miners,704,https://utepminers.com/sports/womens-soccer
UTRGV Vaqueros,536,https://goutrgv.com/sports/womens-soccer
UTSA Roadrunners,706,https://goutsa.com/sports/soccer
Utah St. Aggies,731,https://utahstateaggies.com/sports/womens-soccer
Utah Tech Trailblazers,30095,https://utahtechtrailblazers.com/sports/womens-soccer
Utah Utes,732,https://utahutes.com/sports/womens-soccer
Utah Valley Wolverines,30024,https://gouvu.com/sports/womens-soccer
VCU Rams,740,https://vcuathletics.com/sports/womens-soccer
VMI,741,https://vmikeydets.com/sports/womens-soccer
Valparaiso Beacons,735,https://valpoathletics.com/sports/womens-soccer
Vanderbilt Commodores,736,https://vucommodores.com/sports/wsoc
Vermont Catamounts,738,https://uvmathletics.com/sports/womens-soccer
Villanova Wildcats,739,https://villanova.com/sports/womens-soccer
Virginia Cavaliers,746,https://virginiasports.com/sports/wsoc
Virginia Tech Hokies,742,https://hokiesports.com/sports/womens-soccer
Wagner Seahawks,748,https://wagnerathletics.com/sports/womens-soccer
Wake Forest Demon Deacons,749,https://godeacs.com/sports/womens-soccer
Washington Huskies,756,https://gohuskies.com/sports/womens-soccer
Washington St. Cougars,754,https://wsucougars.com/sports/womens-soccer
Weber St. Wildcats,758,https://weberstatesports.com/sports/womens-soccer
West Virginia Mountaineers,768,https://wvusports.com/sports/womens-soccer
Western Caro. Catamounts,769,https://catamountsports.com/sports/womens-soccer
Western Ill. Leathernecks,771,https://goleathernecks.com/sports/womens-soccer
Western Ky. Lady Toppers,772,https://wkusports.com/sports/womens-soccer
Western Mich. Broncos,774,https://wmubroncos.com/sports/womens-soccer
William & Mary Tribe,786,https://tribeathletics.com/sports/womens-soccer
Winthrop Eagles,792,https://winthropeagles.com/sports/womens-soccer
Wisconsin Badgers,796,https://uwbadgers.com/sports/womens-soccer
Wofford Terriers,2915,https://woffordterriers.com/sports/womens-soccer
Wright St. Raiders,810,https://wsuraiders.com/sports/womens-soccer
Wyoming Cowgirls,811,https://gowyo.com/sports/womens-soccer
Xavier Musketeers,812,https://goxavier.com/sports/womens-soccer
Youngstown St. Penguins,817,https://ysusports.com/sports/womens-soccer
